GEOID,visits_after,Population,White,Black,income_median,households,number_devices_residing,tp,wind_speed,total_storm,coastal,Elevation,innun,visits,ratio,white_per_population,income_group
220019601004,18,2056,1270,643,34143.0,736,101.0,356.4000002145767,36.14594491775637,0.0,0.0,0.0,0.0,15.333333333333334,1.1739130434782608,0.617704280155642,1
220019611002,20,1173,1034,124,38846.0,414,80.0,368.85000206530094,40.69998663088235,0.0,0.0,0.0,0.0,21.333333333333332,0.9375,0.8815004262574595,1
220019611003,23,1616,1567,8,34063.0,493,95.0,336.0333274900913,39.43070285229093,0.0,0.0,0.0,0.0,18.333333333333332,1.2545454545454546,0.9696782178217822,1
220019604002,22,1948,1765,78,38798.0,755,120.0,353.8999995291233,39.253481134701,0.0,0.0,0.0,0.0,20.0,1.1,0.9060574948665298,1
220019606001,36,1455,1151,217,36933.0,491,153.0,285.76666344702244,36.16938721500804,0.0,0.0,0.0,0.0,29.333333333333332,1.2272727272727273,0.7910652920962199,1
220019606003,21,1862,1322,515,32262.0,578,106.0,289.5975359246035,36.54775822333398,0.0,0.0,0.0,0.0,22.666666666666668,0.926470588235294,0.7099892588614393,1
220019607004,12,1432,951,422,39700.0,466,81.0,307.6000108718872,37.02553055896102,0.0,0.0,0.0,0.0,9.666666666666666,1.2413793103448276,0.6641061452513967,1
220019608003,17,1152,984,168,31324.0,444,110.0,301.5194148069553,37.99987265416618,0.0,0.0,0.0,0.0,16.333333333333332,1.0408163265306123,0.8541666666666666,1
220019609001,21,1670,1398,247,36458.0,625,146.0,304.72098840193587,38.41832144139424,0.0,0.0,0.0,0.0,30.666666666666668,0.6847826086956521,0.837125748502994,1
220510216003,12,2500,1698,399,26417.0,1123,134.0,130.9999189556619,33.383290116372855,2.91350605135,1.0,-1.8831545,4.7966605513500005,15.333333333333334,0.7826086956521738,0.6792,1
220730055003,16,1340,844,452,32645.0,680,83.0,236.8371122576984,26.52768940063724,0.0,0.0,0.0,0.0,5.666666666666667,2.8235294117647056,0.6298507462686567,1
220019611001,19,1092,1072,1,39732.0,341,102.0,335.67999505996704,39.33624804807817,0.0,0.0,0.0,0.0,15.0,1.2666666666666666,0.9816849816849816,1
220730108001,13,908,352,538,14792.0,449,100.0,251.58301807278565,26.4435999391778,0.0,0.0,0.0,0.0,9.333333333333334,1.3928571428571428,0.3876651982378855,1
220330040133,0,1342,594,462,16667.0,736,87.0,148.26494804287495,29.5934461183076,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.4426229508196721,1
221070001002,8,1111,649,462,33750.0,450,85.0,162.9000012613833,26.07734757707112,0.0,0.0,0.0,0.0,9.666666666666666,0.8275862068965518,0.5841584158415841,1
220139703002,17,1172,753,419,30431.0,540,79.0,188.16249807178974,23.90169509567093,0.0,0.0,0.0,0.0,6.666666666666667,2.55,0.6424914675767918,1
220119607002,49,1919,1908,0,34712.0,681,228.0,431.86429062485695,40.59050888828288,0.0,0.0,0.0,0.0,63.333333333333336,0.7736842105263158,0.9942678478374153,1
220330040141,0,1856,1456,400,21994.0,493,72.0,151.2147994769371,29.553395614639125,0.0,0.0,0.0,0.0,9.333333333333334,0.0,0.7844827586206896,1
220330040112,30,2387,1268,843,31550.0,871,387.0,164.4999973475933,29.47213527001573,0.0,0.0,0.0,0.0,26.333333333333332,1.139240506329114,0.5312107247591119,1
221139502002,18,914,820,80,36705.0,378,75.0,321.89487125823376,40.19700516201622,0.0,0.0,0.0,0.0,18.333333333333332,0.9818181818181819,0.8971553610503282,1
220250001004,25,1049,545,504,40284.0,387,74.0,267.6214345693588,27.524773573137043,0.0,0.0,0.0,0.0,11.666666666666666,2.142857142857143,0.5195424213536701,1
220250002001,31,1179,241,914,26429.0,478,83.0,269.649994418025,29.218118423165876,0.0,0.0,0.0,0.0,13.333333333333334,2.3249999999999997,0.20441051738761662,1
220510250013,0,2408,609,1458,34809.0,864,77.0,112.80000057816505,34.92693584898017,2.91350605135,1.0,-0.89181113,3.8053171813500004,2.6666666666666665,0.0,0.25290697674418605,1
220510217003,4,1476,978,187,36518.0,548,135.0,123.61752649113484,33.331271687683746,2.91350605135,1.0,-1.7836719,4.6971779513500005,10.333333333333334,0.3870967741935484,0.6626016260162602,1
220510220011,0,1679,753,713,40750.0,938,90.0,124.03458896421631,33.56369858558651,2.91350605135,1.0,-1.4896873,4.40319335135,7.0,0.0,0.44848123883263846,1
220510275021,4,1983,0,1983,30156.0,769,78.0,140.1582030457605,34.1785741900153,2.91350605135,1.0,0.5497949,2.3637111513500004,0.0,inf,0.0,1
220570201001,5,1041,547,465,27150.0,541,128.0,97.69472040345559,30.703827179175143,0.0,0.0,0.0,0.0,2.6666666666666665,1.875,0.5254562920268973,1
220330036031,0,915,235,680,38679.0,241,71.0,250.35312393818458,29.223827528647107,0.0,0.0,0.0,0.0,5.333333333333333,0.0,0.2568306010928962,1
220330036032,4,1378,397,911,28625.0,642,78.0,250.74679218767972,29.221674526894635,0.0,0.0,0.0,0.0,5.333333333333333,0.75,0.2880986937590711,1
220330036042,0,1172,79,1074,38214.0,406,75.0,252.07240368039777,29.156249327389133,0.0,0.0,0.0,0.0,2.0,0.0,0.0674061433447099,1
220510252021,8,2332,538,1276,32275.0,940,82.0,118.68484907412295,34.76969991265159,2.91350605135,1.0,-0.71631527,3.62982132135,1.3333333333333333,6.0,0.2307032590051458,1
220330006011,4,384,10,374,11953.0,202,79.0,250.7188768841237,29.521962445003496,0.0,0.0,0.0,0.0,4.0,1.0,0.026041666666666668,1
220330034005,0,1623,0,1623,27098.0,357,69.0,277.91464986543673,29.51936240484028,0.0,0.0,0.0,0.0,11.666666666666666,0.0,0.0,1
220510236001,0,1259,946,304,30944.0,413,73.0,119.69940556851212,33.55395485934299,2.91350605135,1.0,-0.96123993,3.8747459813500003,6.666666666666667,0.0,0.7513899920571883,1
220330007011,0,1520,79,1176,27454.0,453,88.0,254.7650426035844,29.46074467509631,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.05197368421052632,1
220330035043,4,2235,0,2235,34667.0,792,114.0,253.36429362653575,29.398218677762163,0.0,0.0,0.0,0.0,6.666666666666667,0.6,0.0,1
220170245033,16,1639,394,1229,36500.0,568,88.0,88.11737272144855,18.38481091981063,0.0,0.0,0.0,0.0,20.333333333333332,0.7868852459016394,0.24039048200122026,1
221059540023,22,1411,758,653,36786.0,454,86.0,124.5999983549118,28.340863537748884,0.0,0.0,0.0,0.0,24.0,0.9166666666666666,0.5372076541459957,1
221059541024,23,3603,1710,1733,29928.0,1075,164.0,133.79662100042822,28.69083313430076,0.0,0.0,0.0,0.0,29.333333333333332,0.7840909090909092,0.4746044962531224,1
221059536004,16,2282,949,1319,31198.0,731,121.0,124.67499923706055,27.92420725586361,0.0,0.0,0.0,0.0,28.0,0.5714285714285714,0.41586327782646804,1
220170242012,21,1994,251,1559,30350.0,892,145.0,94.62863906750655,19.04494820520574,0.0,0.0,0.0,0.0,14.333333333333334,1.4651162790697674,0.12587763289869608,1
220550001002,8,1493,838,603,25865.0,811,98.0,286.1728982275326,34.1926758537733,0.0,0.0,0.0,0.0,4.0,2.0,0.5612860013395847,1
221190321003,12,1053,566,448,31406.0,490,77.0,187.59999790787697,23.43586240982526,0.0,0.0,0.0,0.0,11.333333333333334,1.0588235294117647,0.5375118708452041,1
221190311002,11,1160,965,172,32250.0,519,76.0,136.22631560266018,21.750392496321197,0.0,0.0,0.0,0.0,15.333333333333334,0.717391304347826,0.8318965517241379,1
220730102013,22,2375,872,1411,31820.0,1117,162.0,237.86535747260194,25.937367066093213,0.0,0.0,0.0,0.0,12.333333333333334,1.7837837837837838,0.3671578947368421,1
221179507001,12,1836,1034,787,39213.0,766,99.0,179.18080501892788,29.40770998532012,0.0,0.0,0.0,0.0,13.666666666666666,0.8780487804878049,0.5631808278867102,1
220919512005,13,1237,346,891,14269.0,623,86.0,139.1428542137146,27.83090435489218,0.0,0.0,0.0,0.0,13.333333333333334,0.975,0.27970897332255457,1
221030407065,16,1698,1571,50,39286.0,586,108.0,228.10000562667847,31.95903928888031,2.7284926227,1.0,7.1663313,-4.4378386773,25.0,0.64,0.925206124852768,1
220330040151,20,4126,1125,2857,39488.0,1625,209.0,147.42862011953642,29.372397824790863,0.0,0.0,0.0,0.0,21.0,0.9523809523809523,0.2726611730489578,1
220510277013,9,2389,10,2271,37417.0,853,148.0,142.97893317741122,34.91600253626988,2.91350605135,1.0,0.26092035,2.65258570135,5.333333333333333,1.6875,0.004185851820845542,1
220170221005,4,774,31,725,31135.0,319,78.0,99.24633984826835,19.14699478378,0.0,0.0,0.0,0.0,2.6666666666666665,1.5,0.040051679586563305,1
221190315004,19,327,229,98,23462.0,134,69.0,185.46666928380728,23.057369619388087,0.0,0.0,0.0,0.0,15.333333333333334,1.2391304347826086,0.7003058103975535,1
220070502003,12,879,826,0,29500.0,502,119.0,78.93333160877228,29.923855249930977,0.0,0.0,0.0,0.0,7.666666666666667,1.5652173913043477,0.9397042093287827,1
220170241041,0,1657,315,1316,29750.0,561,75.0,127.09290183028014,19.666691260097945,0.0,0.0,0.0,0.0,4.0,0.0,0.19010259505129753,1
220170241044,8,1390,755,635,39563.0,565,84.0,122.59339892994005,19.58858604266004,0.0,0.0,0.0,0.0,6.666666666666667,1.2,0.5431654676258992,1
220070502002,16,1223,1223,0,32833.0,604,137.0,84.03333415091038,29.94714174227289,0.0,0.0,0.0,0.0,9.666666666666666,1.6551724137931036,1.0,1
220070506003,25,1937,1727,62,23867.0,630,143.0,66.92000016570091,30.16346725311369,4.61941230522,1.0,0.57521147,4.04420083522,17.0,1.4705882352941178,0.8915849251419721,1
220070505002,4,2108,641,1417,34457.0,528,87.0,70.67777802050114,29.74750307544261,0.0,0.0,0.0,0.0,2.6666666666666665,1.5,0.3040796963946869,1
221090012021,8,950,858,9,52361.0,305,89.0,118.91272941231728,33.66528380116494,3.09224145244,1.0,-0.0980284,3.19026985244,10.0,0.8,0.9031578947368422,2
221090012023,17,950,822,0,49904.0,346,94.0,205.49999809265137,33.60341346232047,0.0,0.0,0.0,0.0,25.333333333333332,0.6710526315789473,0.8652631578947368,2
221030407011,42,2946,2715,109,53894.0,1176,247.0,171.39000223577023,30.77349551267312,0.0,0.0,0.0,0.0,45.666666666666664,0.9197080291970804,0.9215885947046843,2
220950705001,4,2040,152,1727,45682.0,714,79.0,147.60000097751617,30.76889354001761,0.0,0.0,0.0,0.0,4.0,1.0,0.07450980392156863,2
221090002013,8,774,710,0,48136.0,332,86.0,117.87709095168947,32.09621446971507,0.0,0.0,0.0,0.0,25.666666666666668,0.3116883116883117,0.917312661498708,2
221090002022,29,1687,1233,454,53125.0,644,117.0,121.1045482955721,32.08876663371487,0.0,0.0,0.0,0.0,20.0,1.45,0.7308832246591582,2
221090012011,16,1175,1152,23,41429.0,422,119.0,221.32500272989273,33.62130419602477,0.0,0.0,0.0,0.0,29.0,0.5517241379310345,0.9804255319148936,2
220990205022,26,3535,1971,1416,45756.0,1076,156.0,247.3999971151352,33.17666648880387,0.0,0.0,0.0,0.0,19.0,1.368421052631579,0.5575671852899575,2
221259518002,20,2773,1691,1082,52250.0,593,112.0,184.19999861717224,30.547495725607472,0.0,0.0,0.0,0.0,30.0,0.6666666666666666,0.6098088712585648,2
221259517012,18,2568,534,1979,44960.0,791,76.0,197.77856992185116,30.930788262998107,0.0,0.0,0.0,0.0,12.333333333333334,1.4594594594594594,0.20794392523364486,2
221090002011,34,2287,1771,454,48650.0,709,145.0,121.04832477240974,31.89808498411183,0.0,0.0,0.0,0.0,28.333333333333332,1.2,0.7743769129864452,2
221090004021,22,1830,1097,565,48510.0,643,129.0,118.0737286923168,32.269952892184286,0.0,0.0,0.0,0.0,23.0,0.9565217391304348,0.5994535519125683,2
221090004011,16,481,474,0,52875.0,194,73.0,118.00000143051147,32.33531347793643,0.0,0.0,0.0,0.0,13.333333333333334,1.2,0.9854469854469855,2
221090005002,22,1748,1337,5,49872.0,625,81.0,135.0610837026946,32.60262812733711,0.0,0.0,0.0,0.0,16.0,1.375,0.7648741418764302,2
221090016001,16,964,531,433,51921.0,327,103.0,83.64285671710968,31.211506063708114,4.61941230522,1.0,0.26766205,4.35175025522,22.333333333333332,0.7164179104477613,0.5508298755186722,2
221090011001,19,800,646,0,43571.0,284,68.0,199.89999812841415,34.09785044743378,0.0,0.0,0.0,0.0,17.666666666666668,1.0754716981132075,0.8075,2
221210202002,10,1945,434,1511,44957.0,825,86.0,171.69999971985817,29.86619396600048,0.0,0.0,0.0,0.0,11.0,0.9090909090909091,0.22313624678663238,2
220119601001,18,2022,1921,0,50256.0,836,143.0,482.30833810195327,38.36027882208672,0.0,0.0,0.0,0.0,29.666666666666668,0.6067415730337078,0.9500494559841741,2
221179506003,12,1692,1665,0,42281.0,698,84.0,191.27499961853027,30.3464262049805,0.0,0.0,0.0,0.0,21.666666666666668,0.5538461538461538,0.9840425531914894,2
220550019041,18,2027,1560,467,54375.0,839,119.0,287.0699315214191,34.7921382286737,0.0,0.0,0.0,0.0,10.0,1.8,0.769610261470153,2
221179505001,34,1067,1000,0,43309.0,429,125.0,198.33333505131304,28.61300333865981,0.0,0.0,0.0,0.0,34.666666666666664,0.9807692307692308,0.9372071227741331,2
221179502002,24,1725,1394,331,46571.0,617,91.0,166.07500210404396,27.49670868217818,0.0,0.0,0.0,0.0,28.666666666666668,0.8372093023255813,0.8081159420289855,2
221179503002,20,1857,1021,814,48810.0,668,86.0,202.50000016763806,27.448502387484517,0.0,0.0,0.0,0.0,19.666666666666668,1.0169491525423728,0.5498115239633818,2
220190020001,33,1006,678,328,43077.0,468,132.0,562.2000055313111,43.472059543568754,0.0,0.0,0.0,0.0,23.333333333333332,1.4142857142857144,0.6739562624254473,2
220510279023,15,1079,1005,0,45000.0,426,101.0,184.89999628067017,34.462406034021285,0.0,0.0,0.0,0.0,16.333333333333332,0.9183673469387755,0.9314179796107507,2
220850007001,25,1109,1062,0,52344.0,533,86.0,325.0133273601532,26.739190341811295,0.0,0.0,0.0,0.0,17.333333333333332,1.4423076923076925,0.957619477006312,2
220510275012,21,2978,1885,959,46435.0,1006,150.0,135.90000140666962,33.88143411972563,2.91350605135,1.0,1.8849403,1.0285657513500002,20.0,1.05,0.6329751511081263,2
220090303002,12,1548,981,293,43891.0,661,118.0,264.9249999523163,32.56878784872202,0.0,0.0,0.0,0.0,25.333333333333332,0.4736842105263158,0.6337209302325582,2
220550014061,20,2376,1651,633,42105.0,1226,218.0,283.30000269412994,34.07385013403792,0.0,0.0,0.0,0.0,15.666666666666666,1.2765957446808511,0.6948653198653199,2
220659602001,15,1954,893,1040,54236.0,329,104.0,179.25624583871104,25.242489659834234,0.0,0.0,0.0,0.0,19.666666666666668,0.7627118644067796,0.4570112589559877,2
220530004005,14,2207,1879,289,41522.0,864,140.0,368.0999987125397,42.89097332737804,0.0,0.0,0.0,0.0,29.333333333333332,0.4772727272727273,0.8513819664703217,2
220530001001,31,1953,1239,459,45219.0,777,146.0,386.2642895281315,41.15711727368947,0.0,0.0,0.0,0.0,20.666666666666668,1.5,0.6344086021505376,2
220530003001,19,1565,1361,204,41563.0,553,114.0,421.23998576402664,44.42180065117958,0.0,0.0,0.0,0.0,30.666666666666668,0.6195652173913043,0.8696485623003195,2
221159509003,7,983,799,104,52917.0,396,107.0,355.7857279777527,33.820227227105576,0.0,0.0,0.0,0.0,8.333333333333334,0.84,0.8128179043743642,2
221159501006,8,950,940,0,52031.0,320,88.0,420.3181825019419,36.0528309646871,0.0,0.0,0.0,0.0,20.666666666666668,0.3870967741935484,0.9894736842105263,2
221159501004,12,1016,942,59,44048.0,386,78.0,334.8500038087368,32.26211621062044,0.0,0.0,0.0,0.0,14.666666666666666,0.8181818181818182,0.9271653543307087,2
221159501005,11,1031,1006,4,49583.0,392,85.0,339.64999601244926,34.78418312808863,0.0,0.0,0.0,0.0,24.0,0.4583333333333333,0.9757516973811833,2
220530005001,21,1419,1103,316,49844.0,512,89.0,357.1000031232834,42.474612642014456,0.0,0.0,0.0,0.0,19.666666666666668,1.0677966101694916,0.7773079633544749,2
221159505004,10,1874,742,779,47857.0,716,91.0,337.9000120162964,32.60652467348225,0.0,0.0,0.0,0.0,10.333333333333334,0.9677419354838709,0.3959445037353255,2
220070505001,12,1016,617,295,42469.0,439,74.0,84.94999797642231,29.77068167605854,0.0,0.0,0.0,0.0,9.666666666666666,1.2413793103448276,0.6072834645669292,2
220510205022,16,3098,2316,694,43864.0,954,131.0,139.92791716477217,33.01153851349171,2.91350605135,1.0,-2.0301163,4.94362235135,19.333333333333332,0.8275862068965518,0.7475790832795352,2
220619604002,28,2544,1996,378,44507.0,1095,168.0,253.90000247955322,26.64246178700199,0.0,0.0,0.0,0.0,25.333333333333332,1.105263157894737,0.7845911949685535,2
220570216013,32,1308,1149,30,52159.0,477,130.0,211.29999232292175,33.2066324661819,0.0,0.0,0.0,0.0,29.333333333333332,1.090909090909091,0.8784403669724771,2
220570210001,4,731,548,110,44333.0,232,68.0,168.9187529683113,31.9018476853054,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.7496580027359782,2
220570216011,0,2013,1471,434,45074.0,859,108.0,173.90000200271606,32.854642947161864,0.0,0.0,0.0,0.0,17.666666666666668,0.0,0.7307501241927471,2
220170241071,14,1757,616,1095,47813.0,681,109.0,112.69999825954437,19.39757550010488,0.0,0.0,0.0,0.0,20.0,0.7,0.350597609561753,2
220550019012,34,1508,1472,36,54167.0,574,159.0,275.07151654887844,35.59777729537843,0.0,0.0,0.0,0.0,37.666666666666664,0.9026548672566372,0.9761273209549072,2
220550019021,53,3084,2038,825,53359.0,1007,193.0,265.29999804496765,35.24841658456804,0.0,0.0,0.0,0.0,40.666666666666664,1.3032786885245902,0.6608300907911803,2
220550019052,16,1891,1388,306,54366.0,838,105.0,278.188588789869,34.81153278026943,0.0,0.0,0.0,0.0,14.666666666666666,1.090909090909091,0.7340031729243787,2
221030412044,59,2084,1472,579,48022.0,880,120.0,178.99999618530273,31.68379865440171,2.91350605135,1.0,5.047702,-2.13419594865,29.0,2.0344827586206895,0.7063339731285988,2
221030407051,13,2265,2003,43,51913.0,947,149.0,217.5297283591861,31.445613337559863,2.7284926227,1.0,6.795732,-4.0672393773,24.333333333333332,0.5342465753424658,0.884326710816777,2
220550014111,8,1509,1244,246,49570.0,587,120.0,288.10000145435333,33.91372859052798,0.0,0.0,0.0,0.0,15.0,0.5333333333333333,0.8243870112657389,2
220550014092,19,1701,1060,629,50703.0,635,202.0,265.7000006735325,33.34415925127913,5.40108707095,1.0,9.2952795,-3.8941924290499994,18.0,1.0555555555555556,0.6231628453850676,2
220550018023,12,1343,1216,127,43879.0,564,97.0,282.74452318639044,34.572139412916265,0.0,0.0,0.0,0.0,11.0,1.0909090909090908,0.9054355919583023,2
220510251041,4,2305,903,1226,44632.0,705,82.0,115.65674653173406,35.088941512256405,2.91350605135,1.0,-1.6929898,4.60649585135,2.6666666666666665,1.5,0.39175704989154014,2
220510201012,10,1245,1236,0,51442.0,601,76.0,107.11133531236312,33.40098175624882,2.91350605135,1.0,-0.9603941,3.87390015135,10.666666666666666,0.9375,0.9927710843373494,2
220570206001,8,1463,1295,26,52109.0,568,125.0,92.37158860103382,30.57897676138805,0.0,0.0,0.0,0.0,9.333333333333334,0.8571428571428571,0.8851674641148325,2
220630408052,32,3682,3007,119,45988.0,1305,230.0,248.59999334812164,28.788544398904435,0.0,0.0,0.0,0.0,40.333333333333336,0.793388429752066,0.8166757197175448,2
220990203021,19,3000,2275,352,41276.0,1017,138.0,223.0333387553692,32.309210567358285,0.0,0.0,0.0,0.0,24.333333333333332,0.7808219178082192,0.7583333333333333,2
220990206001,8,1267,979,288,54417.0,521,73.0,245.47499758005142,32.72218321556711,5.40108707095,1.0,5.013778,0.3873090709499998,15.333333333333334,0.5217391304347826,0.7726913970007893,2
220190026002,18,1436,1013,423,41310.0,656,117.0,364.8539464804971,41.74393361512926,0.0,0.0,0.0,0.0,15.666666666666666,1.148936170212766,0.7054317548746518,2
220190024004,0,548,548,0,43932.0,181,58.0,345.30423452728417,35.83572063000133,0.0,0.0,0.0,0.0,5.333333333333333,0.0,1.0,2
220190009001,4,1636,427,1169,42500.0,718,94.0,453.05464918845104,41.39930720902719,0.0,0.0,0.0,0.0,13.666666666666666,0.29268292682926833,0.2610024449877751,2
220450303011,10,2666,1785,395,51504.0,869,111.0,226.70000457763672,32.64060899830482,5.40108707095,1.0,6.0814834,-0.6803963290499997,20.0,0.5,0.6695423855963991,2
220190010001,18,1100,884,157,47303.0,612,75.0,418.0911318377256,40.87236619666702,0.0,0.0,0.0,0.0,20.0,0.9,0.8036363636363636,2
220190011002,16,1930,1001,525,43546.0,827,82.0,433.2445794165422,40.912375969291126,0.0,0.0,0.0,0.0,19.333333333333332,0.8275862068965518,0.5186528497409326,2
220570219023,4,1571,1138,250,43632.0,578,104.0,119.82803930640354,31.409097579857026,0.0,0.0,0.0,0.0,6.666666666666667,0.6,0.7243793761935073,2
220570211002,25,2051,1747,0,46944.0,812,193.0,177.67897714581997,35.5650482561933,0.0,0.0,0.0,0.0,30.0,0.8333333333333334,0.8517796196977084,2
220570201002,0,902,657,165,45795.0,407,80.0,97.10413119720488,30.68485836259154,0.0,0.0,0.0,0.0,17.666666666666668,0.0,0.7283813747228381,2
220570212001,25,1350,1160,36,49911.0,589,120.0,165.2333320826292,35.88848655672023,2.50283966749,1.0,-0.4059671,2.90880676749,25.333333333333332,0.986842105263158,0.8592592592592593,2
220570208003,16,1576,1554,6,48361.0,607,98.0,146.94285233411938,31.153978848072864,0.0,0.0,0.0,0.0,2.6666666666666665,6.0,0.9860406091370558,2
220570211004,9,1715,1421,157,42361.0,710,89.0,183.4571439344436,34.59805833114282,0.0,0.0,0.0,0.0,12.666666666666666,0.7105263157894737,0.8285714285714286,2
220170243013,11,2169,169,2000,49918.0,736,81.0,80.90000014007092,18.5825027849416,0.0,0.0,0.0,0.0,8.333333333333334,1.3199999999999998,0.07791609036422315,2
220170249002,8,1685,1169,445,43099.0,693,83.0,76.80000180006027,17.783392037876364,0.0,0.0,0.0,0.0,14.333333333333334,0.5581395348837209,0.6937685459940652,2
220170242031,24,1268,1062,181,42061.0,484,120.0,106.85999855399132,18.554114950007783,0.0,0.0,0.0,0.0,37.666666666666664,0.6371681415929203,0.8375394321766562,2
220890628003,4,2010,752,1201,48182.0,648,118.0,161.9999978542328,33.0475280788842,0.0,0.0,0.0,0.0,16.0,0.25,0.37412935323383084,2
220290004004,24,1026,792,234,46250.0,404,93.0,134.90911796956976,28.122391312814237,0.0,0.0,0.0,0.0,9.666666666666666,2.4827586206896552,0.7719298245614035,2
220570218002,0,775,565,203,48750.0,331,88.0,184.07690055839623,32.33021131371847,0.0,0.0,0.0,0.0,6.0,0.0,0.7290322580645161,2
221030401041,38,3874,3676,74,42696.0,1168,194.0,179.8818203136325,31.4243958890478,0.0,0.0,0.0,0.0,44.666666666666664,0.8507462686567164,0.9488900361383583,2
220890629002,0,1275,1010,206,50909.0,452,168.0,161.0357576646449,33.21393773964471,0.0,0.0,0.0,0.0,5.333333333333333,0.0,0.792156862745098,2
220990204001,27,1695,1249,440,41950.0,591,118.0,210.13332876563072,31.811451799255316,0.0,0.0,0.0,0.0,23.0,1.173913043478261,0.7368731563421829,2
220990203022,35,3347,2913,242,53817.0,1091,177.0,225.04999870061874,32.45880579092226,0.0,0.0,0.0,0.0,31.333333333333332,1.1170212765957448,0.870331640274873,2
220990203023,24,2326,1349,636,45160.0,773,150.0,240.89999771118164,32.68122062174306,0.0,0.0,0.0,0.0,26.333333333333332,0.9113924050632912,0.5799656061908857,2
220990210002,9,1293,1205,0,48646.0,565,83.0,78.63333177566528,30.05293868520661,4.61941230522,1.0,0.29516152,4.32425078522,19.333333333333332,0.4655172413793104,0.9319412219644239,2
220170244002,4,2177,752,1046,53500.0,926,109.0,82.09999942779541,18.995095851224857,0.0,0.0,0.0,0.0,14.666666666666666,0.27272727272727276,0.3454294901240239,2
220510205162,8,1383,731,499,49773.0,484,80.0,142.84935111776704,33.00268777026674,0.0,0.0,0.0,0.0,8.333333333333334,0.96,0.5285610990600145,2
221119602001,12,820,745,75,52500.0,304,73.0,233.79000344872475,24.13080313326226,0.0,0.0,0.0,0.0,8.0,1.5,0.9085365853658537,2
220790133004,31,1551,1152,282,41938.0,511,99.0,384.5894753932953,32.52474073476506,0.0,0.0,0.0,0.0,22.0,1.4090909090909092,0.7427466150870407,2
220790137003,4,1350,1190,56,43125.0,498,135.0,392.39999175071716,32.94658370663682,0.0,0.0,0.0,0.0,21.0,0.19047619047619047,0.8814814814814815,2
220550006042,4,1537,882,333,41250.0,833,79.0,283.8999918103218,34.53333806623094,0.0,0.0,0.0,0.0,8.0,0.5,0.5738451528952505,2
220319501001,31,3527,2888,512,52500.0,1266,246.0,182.05454570055008,21.17064815717656,0.0,0.0,0.0,0.0,58.0,0.5344827586206896,0.8188261979018996,2
220330039041,9,1268,833,323,52955.0,606,103.0,247.2248673716182,29.091274537176854,0.0,0.0,0.0,0.0,10.333333333333334,0.8709677419354839,0.6569400630914827,2
220330035064,8,2193,314,1695,40889.0,906,81.0,254.52545953036028,29.339197266879708,0.0,0.0,0.0,0.0,14.666666666666666,0.5454545454545455,0.1431828545371637,2
220170243042,16,2012,1227,701,52845.0,844,97.0,105.40000012516975,18.388969012644136,0.0,0.0,0.0,0.0,13.666666666666666,1.1707317073170733,0.6098409542743539,2
221179501021,39,2056,1987,22,53056.0,722,138.0,173.26923179626465,28.411221578713803,0.0,0.0,0.0,0.0,37.333333333333336,1.044642857142857,0.9664396887159533,2
221139505002,23,1099,1099,0,48146.0,437,196.0,216.2750044465065,36.52289894425926,5.29537024199,1.0,1.8380675,3.4573027419899995,28.333333333333332,0.8117647058823529,1.0,2
220190022042,35,2125,1669,319,51161.0,787,153.0,482.814607162011,42.23812947274808,0.0,0.0,0.0,0.0,25.0,1.4,0.7854117647058824,2
221010405001,13,1761,1614,82,51944.0,588,107.0,80.5999995470047,30.4300027568928,4.61941230522,1.0,0.3955945,4.22381780522,24.333333333333332,0.5342465753424658,0.9165247018739353,2
221010409001,22,1995,1211,549,52625.0,755,105.0,126.11667476762611,30.99085057243468,4.8087205303400005,1.0,1.9123101,2.8964104303400005,22.333333333333332,0.9850746268656717,0.6070175438596491,2
220430204021,66,3108,3090,0,53424.0,1105,246.0,393.49999380111694,33.57232699260763,0.0,0.0,0.0,0.0,53.666666666666664,1.2298136645962734,0.9942084942084942,2
220430201001,12,1022,1010,0,43603.0,347,94.0,349.9499965943396,31.20219597483144,0.0,0.0,0.0,0.0,13.666666666666666,0.8780487804878049,0.9882583170254403,2
220430204015,25,1513,1485,0,44566.0,681,139.0,375.35000289976597,33.20000504145225,0.0,0.0,0.0,0.0,31.666666666666668,0.7894736842105263,0.9814937210839392,2
220570215002,9,827,630,49,45833.0,350,73.0,184.49999809265137,34.76634701951944,0.0,0.0,0.0,0.0,12.0,0.75,0.7617896009673518,2
221059539002,28,957,895,46,52304.0,405,98.0,146.49999848008156,28.27329538465325,0.0,0.0,0.0,0.0,33.0,0.8484848484848485,0.93521421107628,2
220190027004,67,2827,2597,139,47500.0,886,271.0,340.44000470638275,39.98062951639121,0.0,0.0,0.0,0.0,59.333333333333336,1.1292134831460674,0.9186416696144323,2
220399502002,4,982,938,32,44236.0,383,69.0,560.4933314528316,35.15719374488147,0.0,0.0,0.0,0.0,8.333333333333334,0.48,0.955193482688391,2
220399501004,20,1697,1447,152,49069.0,578,147.0,422.3555660247803,34.445595916186925,0.0,0.0,0.0,0.0,34.666666666666664,0.576923076923077,0.8526812021213906,2
