GEOID,visits_after,Population,White,Black,income_median,households,number_devices_residing,tp,wind_speed,total_storm,coastal,Elevation,innun,visits,ratio,white_per_population,race_group
220330040054,48,2546,860,1349,74922.0,1121,145.0,178.9000024870038,29.326247694876447,0.0,0.0,0.0,0.0,45.0,1.0666666666666667,0.3377847604084839,1
220330035064,44,2193,314,1695,40889.0,906,81.0,254.52545953036028,29.339197266879708,0.0,0.0,0.0,0.0,38.666666666666664,1.1379310344827587,0.1431828545371637,1
220170244001,36,1916,934,921,59942.0,604,76.0,73.05450743272186,18.796954430673484,0.0,0.0,0.0,0.0,56.666666666666664,0.6352941176470589,0.48747390396659707,1
220170246025,8,2607,416,2132,13026.0,416,75.0,110.19999915361404,19.078070789434395,0.0,0.0,0.0,0.0,19.333333333333332,0.4137931034482759,0.1595703874184887,1
221059540022,52,1751,515,1236,40433.0,686,100.0,126.20000010728836,28.51366717950509,0.0,0.0,0.0,0.0,40.333333333333336,1.2892561983471074,0.29411764705882354,1
220330039042,36,3393,768,2528,35693.0,1164,84.0,254.45598397571428,29.164627975954144,0.0,0.0,0.0,0.0,24.666666666666668,1.4594594594594594,0.22634836427939875,1
220690004002,41,1061,247,814,30029.0,422,73.0,355.6666646003723,29.442910659950076,0.0,0.0,0.0,0.0,40.0,1.025,0.23279924599434496,1
221059539004,41,2575,1187,1110,36836.0,1063,130.0,135.7352167274817,28.42697347994492,0.0,0.0,0.0,0.0,31.666666666666668,1.2947368421052632,0.4609708737864078,1
220690006003,40,1562,151,1354,20132.0,520,98.0,355.9525253792887,29.065248013168457,0.0,0.0,0.0,0.0,39.666666666666664,1.0084033613445378,0.09667093469910372,1
220399504003,55,1623,687,894,18462.0,652,85.0,408.11414709870127,36.25806254367395,0.0,0.0,0.0,0.0,52.666666666666664,1.0443037974683544,0.4232902033271719,1
220550020013,66,1289,570,708,34583.0,388,87.0,321.4529574761033,35.135531750552325,0.0,0.0,0.0,0.0,58.666666666666664,1.125,0.4422032583397983,1
220550021012,100,3017,1054,1947,62481.0,873,186.0,319.06006262250975,34.815007836542875,0.0,0.0,0.0,0.0,103.33333333333333,0.967741935483871,0.3493536625787206,1
220550021022,76,2338,1102,1234,79844.0,893,213.0,306.8000058233738,34.6212500304105,0.0,0.0,0.0,0.0,96.66666666666667,0.7862068965517242,0.4713430282292558,1
220550021032,43,997,63,891,36473.0,375,84.0,308.3519499050557,34.46809184858468,0.0,0.0,0.0,0.0,33.666666666666664,1.2772277227722773,0.06318956870611836,1
220950702003,21,1675,411,1194,60175.0,560,89.0,134.8033990350225,31.23844547119104,0.0,0.0,0.0,0.0,36.333333333333336,0.5779816513761468,0.24537313432835822,1
220419506001,35,1191,570,608,22530.0,483,77.0,248.24999427795413,27.17365086494553,0.0,0.0,0.0,0.0,35.666666666666664,0.9813084112149534,0.47858942065491183,1
220419503005,4,170,94,61,,134,72.0,256.11096495294606,26.574200441894146,0.0,0.0,0.0,0.0,6.666666666666667,0.6,0.5529411764705883,1
220730006001,21,1343,25,1318,35625.0,414,82.0,273.42565835397795,26.27329014998266,0.0,0.0,0.0,0.0,24.0,0.875,0.018615040953090096,1
220950703001,15,1538,489,718,43387.0,478,130.0,138.30209425688133,31.190506803274086,0.0,0.0,0.0,0.0,16.666666666666668,0.8999999999999999,0.3179453836150845,1
220950707002,55,2139,1164,831,47188.0,810,83.0,150.81960074588534,30.85813564940516,0.0,0.0,0.0,0.0,30.666666666666668,1.7934782608695652,0.544179523141655,1
220730001005,57,1183,615,568,21167.0,688,76.0,252.6477040505858,26.362589127727237,0.0,0.0,0.0,0.0,32.0,1.78125,0.5198647506339814,1
220510278043,33,1827,822,536,125446.0,447,76.0,115.9468984220372,35.28528504034262,2.91350605135,1.0,-1.543258,4.45676405135,20.666666666666668,1.596774193548387,0.44991789819376027,1
220510278051,20,2592,1312,845,64315.0,942,95.0,111.91360728253086,35.13469930146146,2.91350605135,1.0,-1.5446066,4.4581126513500005,23.0,0.8695652173913043,0.5061728395061729,1
220510278071,25,2090,1004,564,131250.0,562,103.0,122.20726275426743,35.00489499237174,2.91350605135,1.0,-0.07856014,2.99206619135,39.333333333333336,0.635593220338983,0.48038277511961724,1
220479531013,61,1831,715,944,68988.0,513,173.0,130.00519299836995,29.6501983744694,0.0,0.0,0.0,0.0,31.333333333333332,1.946808510638298,0.3904969961769525,1
220510278072,81,1782,843,524,45658.0,610,128.0,125.4142422036108,35.145054238010935,2.91350605135,1.0,0.86710787,2.0463981813500003,53.333333333333336,1.5187499999999998,0.4730639730639731,1
220510278094,84,1860,855,877,80313.0,594,240.0,118.60000324249268,35.38067897101584,2.91350605135,1.0,-0.10699566,3.02050171135,98.0,0.8571428571428571,0.4596774193548387,1
220990205013,48,1728,677,1023,49762.0,546,100.0,267.58000856637955,33.0957183940041,0.0,0.0,0.0,0.0,59.333333333333336,0.8089887640449438,0.3917824074074074,1
220479527003,32,2071,603,1468,42961.0,595,84.0,149.6999979019165,29.758020549772933,0.0,0.0,0.0,0.0,28.333333333333332,1.1294117647058823,0.29116368903911155,1
220510278052,50,1251,117,1088,,402,110.0,110.9336396488022,35.324243409584405,2.91350605135,1.0,-1.4817151,4.39522115135,29.333333333333332,1.7045454545454546,0.09352517985611511,1
220450301001,98,2178,1038,1065,48545.0,874,141.0,133.0034520626068,30.573769830014115,5.20112831035,1.0,1.4545407,3.7465876103499998,108.0,0.9074074074074074,0.4765840220385675,1
220790105003,41,1062,260,802,26983.0,469,96.0,470.30000495910645,33.57595222723008,0.0,0.0,0.0,0.0,41.0,1.0,0.2448210922787194,1
220790127001,28,1916,91,1804,17093.0,836,100.0,400.29999923706055,32.551157694548834,0.0,0.0,0.0,0.0,37.333333333333336,0.75,0.04749478079331942,1
220790138003,62,2688,1362,1229,44190.0,839,172.0,466.4000072479248,33.13981016179542,0.0,0.0,0.0,0.0,55.333333333333336,1.1204819277108433,0.5066964285714286,1
221059545024,30,1614,887,727,40074.0,739,107.0,99.47576430561524,28.87607475899649,0.0,0.0,0.0,0.0,32.666666666666664,0.9183673469387755,0.5495662949194547,1
221059534002,21,1377,486,891,22413.0,491,74.0,122.09999895095825,27.734866914463797,0.0,0.0,0.0,0.0,30.666666666666668,0.6847826086956521,0.35294117647058826,1
220850003001,58,1425,701,229,27500.0,462,71.0,330.27912269167683,23.91448299255609,0.0,0.0,0.0,0.0,49.0,1.183673469387755,0.4919298245614035,1
220319503002,29,1726,715,953,27563.0,655,108.0,208.26389124337584,23.50681619407597,0.0,0.0,0.0,0.0,36.0,0.8055555555555556,0.414252607184241,1
220730058002,49,930,521,294,30804.0,412,110.0,235.94035005705302,26.737687269897787,0.0,0.0,0.0,0.0,48.666666666666664,1.0068493150684932,0.5602150537634408,1
221139509012,62,1404,811,510,51319.0,600,89.0,194.60000383853912,34.58357850379079,5.29537024199,1.0,1.847203,3.44816724199,49.666666666666664,1.2483221476510067,0.5776353276353277,1
221139509023,120,3242,1540,1166,40436.0,1256,191.0,211.00000095367432,34.495167287698315,5.29537024199,1.0,3.9664242,1.3289460419899997,97.66666666666667,1.228668941979522,0.47501542257865514,1
220730102022,42,1858,1061,797,48231.0,594,101.0,252.07863920441375,25.784106272561527,0.0,0.0,0.0,0.0,47.333333333333336,0.8873239436619718,0.5710441334768568,1
220150110011,127,2384,1298,1033,58125.0,874,299.0,185.4888853430748,21.14167105946177,0.0,0.0,0.0,0.0,129.66666666666666,0.9794344473007712,0.5444630872483222,1
220150107011,29,1188,614,434,55460.0,461,89.0,163.19999647140503,19.607762910378717,0.0,0.0,0.0,0.0,32.333333333333336,0.8969072164948453,0.5168350168350169,1
220150107014,30,1276,418,620,25693.0,821,124.0,142.07223113564484,19.528181693743683,0.0,0.0,0.0,0.0,34.333333333333336,0.8737864077669902,0.3275862068965517,1
220150105002,19,1073,476,500,29543.0,399,84.0,124.10041953184609,19.37613131688657,0.0,0.0,0.0,0.0,15.333333333333334,1.2391304347826086,0.44361602982292636,1
220150111071,49,1359,495,819,34500.0,520,79.0,87.69999980926514,18.207998312883863,0.0,0.0,0.0,0.0,37.0,1.3243243243243243,0.36423841059602646,1
220150108051,39,2055,1164,575,45865.0,1212,84.0,149.6999969482422,19.82138688993209,0.0,0.0,0.0,0.0,32.666666666666664,1.1938775510204083,0.5664233576642336,1
220150111062,66,1512,818,694,44425.0,549,164.0,157.79999867081642,20.11628962827866,0.0,0.0,0.0,0.0,77.33333333333333,0.8534482758620691,0.541005291005291,1
220330039043,16,1484,727,628,47891.0,820,94.0,255.99999380111697,29.109581900876787,0.0,0.0,0.0,0.0,43.333333333333336,0.3692307692307692,0.4898921832884097,1
220150106012,37,2388,1042,1138,43581.0,643,129.0,140.59609571691936,19.61009109689482,0.0,0.0,0.0,0.0,43.333333333333336,0.8538461538461538,0.43634840871021774,1
220330047003,40,1921,865,1032,50429.0,740,76.0,330.19999343156815,29.19235837618088,0.0,0.0,0.0,0.0,28.0,1.4285714285714286,0.4502863092139511,1
220730111003,34,786,48,694,17102.0,315,66.0,246.99999889731407,26.58157989547253,0.0,0.0,0.0,0.0,39.333333333333336,0.8644067796610169,0.061068702290076333,1
220039505004,80,3323,1357,1506,,487,90.0,491.2545372247696,40.92686969090993,0.0,0.0,0.0,0.0,69.0,1.1594202898550725,0.40836593439662955,1
221010410003,100,1511,624,442,48516.0,656,138.0,145.49999743700027,31.300582042913437,5.20112831035,1.0,2.9496891,2.2514392103499996,91.66666666666667,1.0909090909090908,0.4129715420251489,1
220730101011,63,1486,771,386,49253.0,545,104.0,251.47833060775733,25.728451694818343,0.0,0.0,0.0,0.0,61.666666666666664,1.0216216216216216,0.5188425302826379,1
220730101022,51,1276,539,714,40991.0,475,85.0,258.29999965429306,25.85386552063,0.0,0.0,0.0,0.0,58.0,0.8793103448275862,0.4224137931034483,1
220730101023,59,1986,833,1136,22623.0,625,108.0,258.9397985164788,25.7814783178024,0.0,0.0,0.0,0.0,69.66666666666667,0.84688995215311,0.41943605236656595,1
220730102012,71,1797,1001,796,57381.0,688,110.0,241.5116276312197,25.8667166123203,0.0,0.0,0.0,0.0,71.33333333333333,0.9953271028037384,0.557039510294936,1
220730102011,74,1713,122,1503,38164.0,706,107.0,238.04415644331112,25.93344143004118,0.0,0.0,0.0,0.0,77.0,0.961038961038961,0.07122008172796264,1
220790125001,30,2074,912,1105,43429.0,751,99.0,493.5629844100953,32.60638046531324,0.0,0.0,0.0,0.0,42.666666666666664,0.703125,0.43972999035679844,1
220330039062,16,1809,858,392,66233.0,825,104.0,207.10726988245548,29.12751919573968,0.0,0.0,0.0,0.0,9.666666666666666,1.6551724137931036,0.47429519071310117,1
220330035061,16,1804,264,1540,51579.0,558,76.0,262.66744986142686,29.22489760835931,0.0,0.0,0.0,0.0,24.666666666666668,0.6486486486486486,0.14634146341463414,1
220659605001,17,2312,854,1435,36013.0,867,106.0,189.89999294281006,24.88434122870254,0.0,0.0,0.0,0.0,25.0,0.68,0.3693771626297578,1
220659604001,6,1441,25,1416,16875.0,520,86.0,189.42863769350487,24.811513634824205,0.0,0.0,0.0,0.0,14.0,0.42857142857142855,0.01734906315058987,1
